,author,title,sentence,sentence_nr,words,kind
25032,"Marryat, Florence",The Blood of the Vampire,What despair had attacked her when she lost her only child and now Madame Gobellithe woman she so much dislikedhad lost her only child also,14942,Madame Gobelli,person
25036,"Marryat, Florence",The Blood of the Vampire,Poor Madame Gobelli she ejaculated I cannot help thinking of her Fancy Bobby beingdead,14943,Bobby Bates,person
25037,"Marryat, Florence",The Blood of the Vampire,Poor Madame Gobelli she ejaculated I cannot help thinking of her Fancy Bobby beingdead,14943,Madame Gobelli,person
25039,"Marryat, Florence",The Blood of the Vampire,And she used to make him so unhappy and humiliate him before strangers,14944,NA,NA
25040,"Marryat, Florence",The Blood of the Vampire,How she must be suffering for it now,14945,NA,NA
25041,"Marryat, Florence",The Blood of the Vampire,How it must all come back upon her Poor Bobby,14946,Bobby Bates,person
25042,"Marryat, Florence",The Blood of the Vampire,Elinor will be sorry to hear that he is gone,14947,Elinor Leyton,person
25043,"Marryat, Florence",The Blood of the Vampire,She used to pity him so and often gave him fruit and cakes,14948,NA,NA
25044,"Marryat, Florence",The Blood of the Vampire,Fancy his being dead,14949,NA,NA
25045,"Marryat, Florence",The Blood of the Vampire,I cannot believe it,14950,NA,NA
25046,"Marryat, Florence",The Blood of the Vampire,It is true nevertheless,14951,NA,NA
25047,"Marryat, Florence",The Blood of the Vampire,But it is the common lot Margaret,14952,Margaret,person
25049,"Marryat, Florence",The Blood of the Vampire,Perhaps as his mother used to treat him so roughly the poor lad is better off where he is,14953,NA,NA
25050,"Marryat, Florence",The Blood of the Vampire,O of course I have no doubt of that,14954,NA,NA
25051,"Marryat, Florence",The Blood of the Vampire,But he was all she hadlike me said Margaret with her eyes overbrimming,14955,Margaret,person
25053,"Marryat, Florence",The Blood of the Vampire,Her husband put his arms round her and let her have her cry out on his shoulder,14956,NA,NA
25054,"Marryat, Florence",The Blood of the Vampire,Then as he wiped her tears away she whispered Arthur I should like to go and see herthe Baroness I mean,14957,Arthur Pullen,person
25058,"Marryat, Florence",The Blood of the Vampire,I can sympathise so truly with her I might be able to say a few words of comfort Do as you like my darling replied Colonel Pullen that is if you are sure that the woman wont insult you as she did Miss Brandt O no no,14958,Harriet Brandt,person
25060,"Marryat, Florence",The Blood of the Vampire,I am not in the least afraid,14959,NA,NA
25061,"Marryat, Florence",The Blood of the Vampire,Why should she,14960,NA,NA
25062,"Marryat, Florence",The Blood of the Vampire,I shall only tell her how much I feel for herhow much our common loss She could not proceed and the doctor whispered to the Colonel Let her do as she wishes,14961,Doctor Phillips,person
25063,"Marryat, Florence",The Blood of the Vampire,The best salve for our own wounds is to try and heal those of others,14962,NA,NA
25064,"Marryat, Florence",The Blood of the Vampire,Margaret rose and prepared to leave the room,14963,Margaret,person
25066,"Marryat, Florence",The Blood of the Vampire,I shall go at once she said,14964,NA,NA
25068,"Marryat, Florence",The Blood of the Vampire,I suppose there is no chance of my meeting Harriet Brandt there I think not,14965,Harriet Brandt,person
25071,"Marryat, Florence",The Blood of the Vampire,She told me she had left the Red House for good and all but she did not say where she was staying,14966,NA,NA
25072,"Marryat, Florence",The Blood of the Vampire,Though after all I think she is most in want of comfort of the two,14967,NA,NA
25073,"Marryat, Florence",The Blood of the Vampire,O no replied Margaret faintly there is no grief like that ofof She did not finish her sentence but left the room hastily in order to assume her walking things,14968,Margaret,person
25075,"Marryat, Florence",The Blood of the Vampire,Will she ever get over the loss of her child,14969,NA,NA
25076,"Marryat, Florence",The Blood of the Vampire,demanded Colonel Pullen gloomily,14970,NA,NA
25077,"Marryat, Florence",The Blood of the Vampire,The doctor regarded him with a halfamused surprise,14971,Doctor Phillips,person
25079,"Marryat, Florence",The Blood of the Vampire,To rear the child as thousands do to be unloving or unsympathetic or ungrateful is a thousand times worse,14973,NA,NA
25081,"Marryat, Florence",The Blood of the Vampire,Let her go to this other mother and let them cry together,14975,NA,NA
25082,"Marryat, Florence",The Blood of the Vampire,It will do her all the good in the world,14976,NA,NA
25083,"Marryat, Florence",The Blood of the Vampire,And the doctor having finished his luncheon put on his top coat and prepared to make a round of professional calls,14977,Doctor Phillips,person
25084,"Marryat, Florence",The Blood of the Vampire,Margaret came back ready for her visit,14978,Margaret,person
25086,"Marryat, Florence",The Blood of the Vampire,I shall not offer to go with you darling said the Colonel because my presence would only be inconvenient,14979,NA,NA
25088,"Marryat, Florence",The Blood of the Vampire,What address shall I give the driver,14981,NA,NA
25089,"Marryat, Florence",The Blood of the Vampire,First to our florist in Regent Street that I may get some white flowers,14982,NA,NA
25090,"Marryat, Florence",The Blood of the Vampire,In another minute she was off and in about an hour afterwards she found herself outside the Red House which looked gloomier than ever with all the blinds drawn down,14983,NA,NA
25091,"Marryat, Florence",The Blood of the Vampire,Margaret rang the front door bell which was answered by Miss Wynward,14984,Margaret,person
25094,"Marryat, Florence",The Blood of the Vampire,Margaret rang the front door bell which was answered by Miss Wynward,14984,Wynward,person
25095,"Marryat, Florence",The Blood of the Vampire,Margaret rang the front door bell which was answered by Miss Wynward,14984,Miss Wynward,person
25098,"Marryat, Florence",The Blood of the Vampire,Can I see Madame Gobelli commenced Margaret I have just heard the sad news and come to condole with her Miss Wynward let her into the hall and ushered her into a side room,14985,Margaret,person
25099,"Marryat, Florence",The Blood of the Vampire,Can I see Madame Gobelli commenced Margaret I have just heard the sad news and come to condole with her Miss Wynward let her into the hall and ushered her into a side room,14985,Madame Gobelli,person
25102,"Marryat, Florence",The Blood of the Vampire,Can I see Madame Gobelli commenced Margaret I have just heard the sad news and come to condole with her Miss Wynward let her into the hall and ushered her into a side room,14985,Wynward,person
25103,"Marryat, Florence",The Blood of the Vampire,Can I see Madame Gobelli commenced Margaret I have just heard the sad news and come to condole with her Miss Wynward let her into the hall and ushered her into a side room,14985,Miss Wynward,person
25108,"Marryat, Florence",The Blood of the Vampire,I can hardly call myself a friend replied Margaret but I stayed with her in the same hotel at Heyst last summer and I knew the dear boy who is dead,14987,Margaret,person
25111,"Marryat, Florence",The Blood of the Vampire,I can hardly call myself a friend replied Margaret but I stayed with her in the same hotel at Heyst last summer and I knew the dear boy who is dead,14987,Heyst,location
25116,"Marryat, Florence",The Blood of the Vampire,You do not understand me,14991,NA,NA
25119,"Marryat, Florence",The Blood of the Vampire,In fact she is paralysed,14993,NA,NA
25120,"Marryat, Florence",The Blood of the Vampire,The medical men think the paralysis is confined to the lower limbs but at present they are unable to decide definitely as the Baroness has not opened her lips since the event occurred,14994,NA,NA
25125,"Marryat, Florence",The Blood of the Vampire,O poor Madame Gobelli cried Margaret tearfully I felt sure she loved him under all her apparent roughness and indifference,14995,Margaret,person
25126,"Marryat, Florence",The Blood of the Vampire,O poor Madame Gobelli cried Margaret tearfully I felt sure she loved him under all her apparent roughness and indifference,14995,Madame Gobelli,person
25129,"Marryat, Florence",The Blood of the Vampire,Yes,14996,NA,NA
25130,"Marryat, Florence",The Blood of the Vampire,I have been with them so long that I know her manner amounted at times to cruelty but she did not mean it to be so,14997,NA,NA
25131,"Marryat, Florence",The Blood of the Vampire,She thought to make him hardy and independent instead of which it had just the opposite effect,14998,Hardy,person
25132,"Marryat, Florence",The Blood of the Vampire,But she is paying bitterly for it now,14999,NA,NA
25134,"Marryat, Florence",The Blood of the Vampire,I really think his death will kill her though the doctors laugh at my fears IItoo have lost my only child my precious little baby replied Margaret encouraged by the sympathetic tenderness in the other womans eyes and I thought also at first that I must diethat I could not live without herbut God is so good and there is such comfort in the thought that what ever we may suffer our darlings have missed all the bitterness and sin and disappointments of this world that at lastthat is sometimesone feels almost thankful that they are safe with Him Ah Madame Gobelli has not your hope and trust Madam said Miss Wynward if she had she would be a better and happier woman,15000,Doctor Phillips,person
25138,"Marryat, Florence",The Blood of the Vampire,I really think his death will kill her though the doctors laugh at my fears IItoo have lost my only child my precious little baby replied Margaret encouraged by the sympathetic tenderness in the other womans eyes and I thought also at first that I must diethat I could not live without herbut God is so good and there is such comfort in the thought that what ever we may suffer our darlings have missed all the bitterness and sin and disappointments of this world that at lastthat is sometimesone feels almost thankful that they are safe with Him Ah Madame Gobelli has not your hope and trust Madam said Miss Wynward if she had she would be a better and happier woman,15000,Margaret,person
25139,"Marryat, Florence",The Blood of the Vampire,I really think his death will kill her though the doctors laugh at my fears IItoo have lost my only child my precious little baby replied Margaret encouraged by the sympathetic tenderness in the other womans eyes and I thought also at first that I must diethat I could not live without herbut God is so good and there is such comfort in the thought that what ever we may suffer our darlings have missed all the bitterness and sin and disappointments of this world that at lastthat is sometimesone feels almost thankful that they are safe with Him Ah Madame Gobelli has not your hope and trust Madam said Miss Wynward if she had she would be a better and happier woman,15000,Madame Gobelli,person
25142,"Marryat, Florence",The Blood of the Vampire,I really think his death will kill her though the doctors laugh at my fears IItoo have lost my only child my precious little baby replied Margaret encouraged by the sympathetic tenderness in the other womans eyes and I thought also at first that I must diethat I could not live without herbut God is so good and there is such comfort in the thought that what ever we may suffer our darlings have missed all the bitterness and sin and disappointments of this world that at lastthat is sometimesone feels almost thankful that they are safe with Him Ah Madame Gobelli has not your hope and trust Madam said Miss Wynward if she had she would be a better and happier woman,15000,Wynward,person
25144,"Marryat, Florence",The Blood of the Vampire,I really think his death will kill her though the doctors laugh at my fears IItoo have lost my only child my precious little baby replied Margaret encouraged by the sympathetic tenderness in the other womans eyes and I thought also at first that I must diethat I could not live without herbut God is so good and there is such comfort in the thought that what ever we may suffer our darlings have missed all the bitterness and sin and disappointments of this world that at lastthat is sometimesone feels almost thankful that they are safe with Him Ah Madame Gobelli has not your hope and trust Madam said Miss Wynward if she had she would be a better and happier woman,15000,Miss Wynward,person
25147,"Marryat, Florence",The Blood of the Vampire,But I must tell you that she is in the same room as Bobby,15001,Bobby Bates,person
25148,"Marryat, Florence",The Blood of the Vampire,She will not be moved from there but lies on the couch where we placed her when she fell stricken with the paralysis gazing at the corpse Poor dear woman exclaimed Margaret,15002,Margaret,person
25151,"Marryat, Florence",The Blood of the Vampire,Perhaps you would hardly care to go into that room O,15003,NA,NA
25152,"Marryat, Florence",The Blood of the Vampire,I should like it,15004,NA,NA
25154,"Marryat, Florence",The Blood of the Vampire,I have brought some flowers to put over him Then what name shall I tell her ladyship,15006,NA,NA
25155,"Marryat, Florence",The Blood of the Vampire,Mrs,15007,NA,NA
25156,"Marryat, Florence",The Blood of the Vampire,Pullen say Margaret Pullen whose little baby died at Heystthen I think she will remember,15008,Margaret Pullen,person
25157,"Marryat, Florence",The Blood of the Vampire,Pullen say Margaret Pullen whose little baby died at Heystthen I think she will remember,15008,Margaret,person
25159,"Marryat, Florence",The Blood of the Vampire,Pullen say Margaret Pullen whose little baby died at Heystthen I think she will remember,15008,Heyst,location
25160,"Marryat, Florence",The Blood of the Vampire,Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys,15009,Bobby Bates,person
25161,"Marryat, Florence",The Blood of the Vampire,Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys,15009,Mrs Pullen,person
25162,"Marryat, Florence",The Blood of the Vampire,Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys,15009,Margaret,person
25165,"Marryat, Florence",The Blood of the Vampire,Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys,15009,Wynward,person
25166,"Marryat, Florence",The Blood of the Vampire,Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys,15009,Miss Wynward,person
25169,"Marryat, Florence",The Blood of the Vampire,She did not turn her head as Miss Wynward entered the room,15011,Wynward,person
25170,"Marryat, Florence",The Blood of the Vampire,She did not turn her head as Miss Wynward entered the room,15011,Miss Wynward,person
25171,"Marryat, Florence",The Blood of the Vampire,My lady she said going up to her Mrs,15012,NA,NA
25172,"Marryat, Florence",The Blood of the Vampire,Pullen is downstairs and would like to see you,15013,NA,NA
25173,"Marryat, Florence",The Blood of the Vampire,She told me to say that she is Margaret Pullen whose baby died in Heyst last summer and she knew Bobby and has brought some flowers to strew over his bed,15014,Bobby Bates,person
25174,"Marryat, Florence",The Blood of the Vampire,She told me to say that she is Margaret Pullen whose baby died in Heyst last summer and she knew Bobby and has brought some flowers to strew over his bed,15014,Margaret Pullen,person
25175,"Marryat, Florence",The Blood of the Vampire,She told me to say that she is Margaret Pullen whose baby died in Heyst last summer and she knew Bobby and has brought some flowers to strew over his bed,15014,Margaret,person
25177,"Marryat, Florence",The Blood of the Vampire,She told me to say that she is Margaret Pullen whose baby died in Heyst last summer and she knew Bobby and has brought some flowers to strew over his bed,15014,Heyst,location
25178,"Marryat, Florence",The Blood of the Vampire,May she come up,15015,NA,NA
25179,"Marryat, Florence",The Blood of the Vampire,But she received no answer,15016,NA,NA
25182,"Marryat, Florence",The Blood of the Vampire,Madame Gobellis features were working but that was the only sign of life which she gave,15017,Madame Gobelli,person
25184,"Marryat, Florence",The Blood of the Vampire,Mrs,15018,NA,NA
25187,"Marryat, Florence",The Blood of the Vampire,Pullen is so very sorry for your loss Miss Wynward went on she cried when she spoke of it and as she has suffered the same I am sure she will sympathise with you,15019,Wynward,person
25188,"Marryat, Florence",The Blood of the Vampire,Pullen is so very sorry for your loss Miss Wynward went on she cried when she spoke of it and as she has suffered the same I am sure she will sympathise with you,15019,Miss Wynward,person
25189,"Marryat, Florence",The Blood of the Vampire,May I say that you will see her Still there was no response and Miss Wynward went down again to Margaret,15020,Margaret,person
25192,"Marryat, Florence",The Blood of the Vampire,May I say that you will see her Still there was no response and Miss Wynward went down again to Margaret,15020,Wynward,person
25193,"Marryat, Florence",The Blood of the Vampire,May I say that you will see her Still there was no response and Miss Wynward went down again to Margaret,15020,Miss Wynward,person
25195,"Marryat, Florence",The Blood of the Vampire,Do you mind ma,15022,NA,NA
25196,"Marryat, Florence",The Blood of the Vampire,aking the attempt No replied Margaret but if the Baroness gets very angry you must let me run away again,15023,Margaret,person
25198,"Marryat, Florence",The Blood of the Vampire,I am quite unequal to standing anything like a scene You will have but to quit the room,15024,NA,NA
25199,"Marryat, Florence",The Blood of the Vampire,What ever her ladyship may say she cannot move from her couch,15025,NA,NA
25201,"Marryat, Florence",The Blood of the Vampire,She attacked poor Miss Brandt most unwarrantably last evening but that was in the first frenzy of her grief,15026,Harriet Brandt,person
25205,"Marryat, Florence",The Blood of the Vampire,She is quite different now Poor woman again ejaculated Margaret as she followed Miss Wynward not without some inward qualms to the presence of Madame Gobelli,15027,Margaret,person
25206,"Marryat, Florence",The Blood of the Vampire,She is quite different now Poor woman again ejaculated Margaret as she followed Miss Wynward not without some inward qualms to the presence of Madame Gobelli,15027,Madame Gobelli,person
25209,"Marryat, Florence",The Blood of the Vampire,She is quite different now Poor woman again ejaculated Margaret as she followed Miss Wynward not without some inward qualms to the presence of Madame Gobelli,15027,Wynward,person
25210,"Marryat, Florence",The Blood of the Vampire,She is quite different now Poor woman again ejaculated Margaret as she followed Miss Wynward not without some inward qualms to the presence of Madame Gobelli,15027,Miss Wynward,person
25212,"Marryat, Florence",The Blood of the Vampire,But when she caught sight of the immovable figure on the couch all her fear and resentment left her overcome by a mighty compassion,15028,NA,NA
25213,"Marryat, Florence",The Blood of the Vampire,She went straight up to the Baroness and bending down tenderly kissed her twitching face,15029,NA,NA
25218,"Marryat, Florence",The Blood of the Vampire,It reminds me of the bitter time not so long ago you may remember when I lost my darling little Ethel and thought for the while that my life was over,15031,Ethel Pullen,person
25219,"Marryat, Florence",The Blood of the Vampire,It is so hard so unnatural to us poor mothers to see our children go before ourselves,15032,NA,NA
25220,"Marryat, Florence",The Blood of the Vampire,I can weep with you tear for tear,15033,NA,NA
25223,"Marryat, Florence",The Blood of the Vampire,He is there dear Madame Gobellijust in the next room with the door closed between you and though I know full well how bitter it is to see the door closed think of the time when it will open againwhen you and I will spring through it and find not only our dear Bobby and Ethel but Christ our Lord ready to give them back into our arms again,15035,Lord,person
25227,"Marryat, Florence",The Blood of the Vampire,He is there dear Madame Gobellijust in the next room with the door closed between you and though I know full well how bitter it is to see the door closed think of the time when it will open againwhen you and I will spring through it and find not only our dear Bobby and Ethel but Christ our Lord ready to give them back into our arms again,15035,Bobby Bates,person
25228,"Marryat, Florence",The Blood of the Vampire,He is there dear Madame Gobellijust in the next room with the door closed between you and though I know full well how bitter it is to see the door closed think of the time when it will open againwhen you and I will spring through it and find not only our dear Bobby and Ethel but Christ our Lord ready to give them back into our arms again,15035,Ethel Pullen,person
25230,"Marryat, Florence",The Blood of the Vampire,He is there dear Madame Gobellijust in the next room with the door closed between you and though I know full well how bitter it is to see the door closed think of the time when it will open againwhen you and I will spring through it and find not only our dear Bobby and Ethel but Christ our Lord ready to give them back into our arms again,15035,Madame Gobelli,person
25232,"Marryat, Florence",The Blood of the Vampire,The Baroness said nothing but two tears gathered in her eyes and rolled down her flabby cheeks,15036,NA,NA
25234,"Marryat, Florence",The Blood of the Vampire,Margaret turned from her for a minute and walking up to the bed knelt down beside it in prayer,15037,Margaret,person
25239,"Marryat, Florence",The Blood of the Vampire,Then she rose and bent over the dead boy,15040,NA,NA
25240,"Marryat, Florence",The Blood of the Vampire,Dear Bobby she murmured as she kissed the cold brow and placed the white blossoms in his hands and round his head,15041,Bobby Bates,person
25242,"Marryat, Florence",The Blood of the Vampire,Goodbye,15042,NA,NA
25246,"Marryat, Florence",The Blood of the Vampire,I know how happy you must be now in company with the spirits of all those whom we have loved and who have gone home before ushow grateful you must feel to the dear Redeemer Who has called you so earlybut dont forget your poor mother upon earth,15043,earth,location
25249,"Marryat, Florence",The Blood of the Vampire,Pray for her Bobbynever cease to ask our dear Lord to send her comfort and peace and joy in believing,15044,Lord,person
25251,"Marryat, Florence",The Blood of the Vampire,Pray for her Bobbynever cease to ask our dear Lord to send her comfort and peace and joy in believing,15044,Bobby Bates,person
25254,"Marryat, Florence",The Blood of the Vampire,Amen,15046,NA,NA
25255,"Marryat, Florence",The Blood of the Vampire,When she turned again the Baronesss cheeks were wet with tears and she was stretching forth her arms towards her,15047,NA,NA
25258,"Marryat, Florence",The Blood of the Vampire,O she gasped as Margaret reached her side I am a godless womanI am a godless woman No no my dear friend we are none of us godless replied Margaret we may think we are but God knows better,15048,Margaret,person
25261,"Marryat, Florence",The Blood of the Vampire,We may forsake Him but He never forsakes us,15049,NA,NA
25263,"Marryat, Florence",The Blood of the Vampire,It is He Who wants usthat is our great safeguard,15051,NA,NA
25266,"Marryat, Florence",The Blood of the Vampire,Try to look at it in that light and then Bobbys death will prove your greatest gain,15053,Bobby Bates,person
25271,"Marryat, Florence",The Blood of the Vampire,My eart is broken So much the better if it was a hard heart rejoined Margaret smiling,15055,Margaret,person
25279,"Marryat, Florence",The Blood of the Vampire,Never think of Bobby dear Madame Gobelli except as with Christwalking with Him talking with Him learning of Him and growing in grace and the love of God daily,15057,Bobby Bates,person
25281,"Marryat, Florence",The Blood of the Vampire,Never think of Bobby dear Madame Gobelli except as with Christwalking with Him talking with Him learning of Him and growing in grace and the love of God daily,15057,Madame Gobelli,person
25283,"Marryat, Florence",The Blood of the Vampire,Never disassociate the two memories and in a little while you would hate yourself if you could separate them again,15058,NA,NA
25285,"Marryat, Florence",The Blood of the Vampire,I must go back to my husband now You will come again said the Baroness,15060,NA,NA
25286,"Marryat, Florence",The Blood of the Vampire,I am afraid I shall have no time,15061,NA,NA
25287,"Marryat, Florence",The Blood of the Vampire,We sail for India on Saturday but I shall not forget you,15062,India,location
25289,"Marryat, Florence",The Blood of the Vampire,Goodbye Bobby she repeated with a last look at the corpse remember your mother and me in your prayers,15063,Bobby Bates,person
25290,"Marryat, Florence",The Blood of the Vampire,As Miss Wynward let her out of the Red House she remarked I could never have believed that anyone could have had so much influence over her ladyship as you have Mrs Pullen,15064,Mrs Pullen,person
25293,"Marryat, Florence",The Blood of the Vampire,As Miss Wynward let her out of the Red House she remarked I could never have believed that anyone could have had so much influence over her ladyship as you have Mrs Pullen,15064,Wynward,person
25294,"Marryat, Florence",The Blood of the Vampire,As Miss Wynward let her out of the Red House she remarked I could never have believed that anyone could have had so much influence over her ladyship as you have Mrs Pullen,15064,Miss Wynward,person
25295,"Marryat, Florence",The Blood of the Vampire,I hope you will come again,15065,NA,NA
25296,"Marryat, Florence",The Blood of the Vampire,I shall not be able to do so,15066,NA,NA
25299,"Marryat, Florence",The Blood of the Vampire,But Madame Gobelli will have you to talk to her,15067,Madame Gobelli,person
25301,"Marryat, Florence",The Blood of the Vampire,You live here altogether do you not I have lived here for many years but I am on the point of leaving,15068,NA,NA
25302,"Marryat, Florence",The Blood of the Vampire,Bobby was my only tie to the Red House or I should have gone long ago,15069,Bobby Bates,person
25305,"Marryat, Florence",The Blood of the Vampire,I shall not leave her until she has secured a better woman in my stead,15071,NA,NA
25306,"Marryat, Florence",The Blood of the Vampire,But to tell you the truth I am going to be married Mrs Pullen and I consider my first duty is towards my future husband and his parents who are very old O doubtless,15072,Mrs Pullen,person
25309,"Marryat, Florence",The Blood of the Vampire,May I ask his name Captain Hill,15073,Captain Hill,person
25310,"Marryat, Florence",The Blood of the Vampire,He lives in the next house to thisStevenage,15074,NA,NA
25311,"Marryat, Florence",The Blood of the Vampire,You are surprised perhaps that a man who has been in the army should marry a poor governess like myself,15075,NA,NA
25312,"Marryat, Florence",The Blood of the Vampire,That is his goodness,15076,NA,NA
25313,"Marryat, Florence",The Blood of the Vampire,I know that I am worn and faded and no longer youngthirtythree on my last birthdaybut he is good enough to care for me all the more for the troubles I have passed through,15077,NA,NA
25315,"Marryat, Florence",The Blood of the Vampire,Mine has been a chequered life Mrs Pullen but I have told Captain Hill everything and he still wishes to make me his wife,15078,Mrs Pullen,person
25317,"Marryat, Florence",The Blood of the Vampire,Mine has been a chequered life Mrs Pullen but I have told Captain Hill everything and he still wishes to make me his wife,15078,Captain Hill,person
25319,"Marryat, Florence",The Blood of the Vampire,I ought to be a happy woman for the future ought I not Indeed yes said Margaret heartily and I sincerely hope that you may be so,15079,Margaret,person
25323,"Marryat, Florence",The Blood of the Vampire,But I cant help thinking of poor Madame Gobelli,15080,Madame Gobelli,person
25326,"Marryat, Florence",The Blood of the Vampire,Is the Baron good to her Pretty well answered Miss Wynward but he is very stolid and unsympathetic,15081,Wynward,person
25327,"Marryat, Florence",The Blood of the Vampire,Is the Baron good to her Pretty well answered Miss Wynward but he is very stolid and unsympathetic,15081,Miss Wynward,person
25329,"Marryat, Florence",The Blood of the Vampire,It is strange to think that her heart must have been bound up in that boy and yet at times she was positively cruel to him It has all been permitted for some good purpose said Margaret as she bade her farewell perhaps her remorse and selfaccusation are the only things which would have brought her down upon her knees,15082,Margaret,person
25332,"Marryat, Florence",The Blood of the Vampire,She returned home considerably saddened by what she had seen but in three days she was to accompany her husband to India and in the bustle of preparation and the joy of knowing that she was not to be separated from him again her heart was comforted and at peace,15083,India,location
25334,"Marryat, Florence",The Blood of the Vampire,Never once during that time did she give one thought to Harriet Brandt,15084,Harriet Brandt,person
25338,"Marryat, Florence",The Blood of the Vampire,Miss Wynward had hardly mentioned her name and no one seemed to know where she had gone,15085,Wynward,person
25339,"Marryat, Florence",The Blood of the Vampire,Miss Wynward had hardly mentioned her name and no one seemed to know where she had gone,15085,Miss Wynward,person
25340,"Marryat, Florence",The Blood of the Vampire,The girl had passed out of their lives altogether,15086,NA,NA
25341,"Marryat, Florence",The Blood of the Vampire,Margaret only regretted one thing in leaving Englandthat she had not seen Anthony Pennell again,15087,England,location
25342,"Marryat, Florence",The Blood of the Vampire,Margaret only regretted one thing in leaving Englandthat she had not seen Anthony Pennell again,15087,Margaret,person
25343,"Marryat, Florence",The Blood of the Vampire,Margaret only regretted one thing in leaving Englandthat she had not seen Anthony Pennell again,15087,Anthony Pennell,person
25347,"Marryat, Florence",The Blood of the Vampire,Colonel Pullen had called twice at his chambers but had each time found him from home,15088,NA,NA
25348,"Marryat, Florence",The Blood of the Vampire,Margaret wanted to put in a good word for the Baroness with him,15089,Margaret,person
25350,"Marryat, Florence",The Blood of the Vampire,She thought perhaps that he might see her after awhile and speak a few words of comfort to her,15090,NA,NA
25354,"Marryat, Florence",The Blood of the Vampire,She little knew how hardened Anthony Pennell felt at that moment against anyone who had treated the woman he loved in so harsh a manner,15092,Anthony Pennell,person
25360,"Marryat, Florence",The Blood of the Vampire,Harriet Brandt spent the time after her lover had left her to think over and decide upon their mutual fate in walking up and down the room,15093,Harriet Brandt,person
25366,"Marryat, Florence",The Blood of the Vampire,She thought of her hard unfeeling indifferent fatherof her gross flabby sensual motherand shuddered at the remembrance,15097,NA,NA
25367,"Marryat, Florence",The Blood of the Vampire,What had she doneshe said to herselfwherein had she sinned that she should have been cursed with such progenitors,15098,NA,NA
25368,"Marryat, Florence",The Blood of the Vampire,How had they dared to bring her into the world an innocent yet hapless child of sinthe inheritor of their evil propensitiesof their lust their cruelty their sensuality their gluttonyand worst of all the fatal heritage that made her a terror and a curse to her fellowcreatures,15099,Tony,person
25369,"Marryat, Florence",The Blood of the Vampire,How dared they,15100,NA,NA
25370,"Marryat, Florence",The Blood of the Vampire,How dared they,15101,NA,NA
25373,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Bobby Bates,person
25374,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Mrs Pullen,person
25375,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Nurse,person
25376,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Harriet Brandt,person
25377,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Caroline,person
25378,"Marryat, Florence",The Blood of the Vampire,Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad,15103,Sister Theodosia,person
25381,"Marryat, Florence",The Blood of the Vampire,But if she persuaded Anthony to consent to her wishesif she insisted upon a total separation between them what would become of her,15105,Anthony Pennell,person
25382,"Marryat, Florence",The Blood of the Vampire,What should she do,15106,NA,NA
25383,"Marryat, Florence",The Blood of the Vampire,She had no friends in England Madame Gobelli had turned against hershe was all alone,15107,England,location
25387,"Marryat, Florence",The Blood of the Vampire,She had no friends in England Madame Gobelli had turned against hershe was all alone,15107,Madame Gobelli,person
25389,"Marryat, Florence",The Blood of the Vampire,She would live and die alone,15108,NA,NA
25391,"Marryat, Florence",The Blood of the Vampire,She would be a pariah to the end of her life,15110,NA,NA
25392,"Marryat, Florence",The Blood of the Vampire,And if she did surmount all these obstacles what would be the result except a repetition of what had gone before,15111,NA,NA
25394,"Marryat, Florence",The Blood of the Vampire,They would droop and fail die perhaps like Bobby and the babyfind out that she was the cause and shun her ever after,15113,Bobby Bates,person
25396,"Marryat, Florence",The Blood of the Vampire,O God cried Harriet in her perplexity and anguish I am accursed,15114,Harriet Brandt,person
25397,"Marryat, Florence",The Blood of the Vampire,My parents have m,15115,NA,NA
25398,"Marryat, Florence",The Blood of the Vampire,made me not fit to live,15116,NA,NA
