"","author","title","type","start","end","kind","words"
"17402","Marryat, Florence","The Blood of the Vampire","sentence",8597,8688,NA,"Pullen say Margaret Pullen whose little baby died at Heystthen I think she will remember"
"17403","Marryat, Florence","The Blood of the Vampire","sentence",8690,8879,NA,"Will you take a seat Mrs Pullen whilst I go upstairs and see if I can persuade her to receive you Margaret sat down and Miss Wynward went up to the chamber which had once been Bobbys"
"17404","Marryat, Florence","The Blood of the Vampire","sentence",8881,9117,NA,"On the bed was stretched the body of the dead boy whilst opposite to it lay on a couch a woman with dry eyes but palsied limbs staring staring without intermission at the silent figure which had once contained the spirit of her son"
"17405","Marryat, Florence","The Blood of the Vampire","sentence",9119,9177,NA,"She did not turn her head as Miss Wynward entered the room"
"17406","Marryat, Florence","The Blood of the Vampire","sentence",9179,9221,NA,"My lady she said going up to her Mrs"
"17407","Marryat, Florence","The Blood of the Vampire","sentence",9223,9269,NA,"Pullen is downstairs and would like to see you"
"17408","Marryat, Florence","The Blood of the Vampire","sentence",9271,9425,NA,"She told me to say that she is Margaret Pullen whose baby died in Heyst last summer and she knew Bobby and has brought some flowers to strew over his bed"
"17409","Marryat, Florence","The Blood of the Vampire","sentence",9427,9443,NA,"May she come up"
"17410","Marryat, Florence","The Blood of the Vampire","sentence",9445,9471,NA,"But she received no answer"
"17411","Marryat, Florence","The Blood of the Vampire","sentence",9473,9562,NA,"Madame Gobellis features were working but that was the only sign of life which she gave"
"17412","Marryat, Florence","The Blood of the Vampire","sentence",9564,9568,NA,"Mrs"
"17413","Marryat, Florence","The Blood of the Vampire","sentence",9570,9737,NA,"Pullen is so very sorry for your loss Miss Wynward went on she cried when she spoke of it and as she has suffered the same I am sure she will sympathise with you"
"17414","Marryat, Florence","The Blood of the Vampire","sentence",9739,9846,NA,"May I say that you will see her Still there was no response and Miss Wynward went down again to Margaret"
"17415","Marryat, Florence","The Blood of the Vampire","sentence",9848,9986,NA,"I think you had better come up without waiting for her consent she said if seeing you roused her even to anger it would do her good"
"17416","Marryat, Florence","The Blood of the Vampire","sentence",9988,10001,NA,"Do you mind ma"
"17417","Marryat, Florence","The Blood of the Vampire","entity",46,50,"person","Ralph"
"17418","Marryat, Florence","The Blood of the Vampire","entity",237,242,"person","Doctor"
"17419","Marryat, Florence","The Blood of the Vampire","entity",668,675,"person","Margaret"
"17420","Marryat, Florence","The Blood of the Vampire","entity",2354,2358,"person","Ralph"
"17421","Marryat, Florence","The Blood of the Vampire","entity",2387,2394,"person","Margaret"
"17422","Marryat, Florence","The Blood of the Vampire","entity",2443,2447,"person","Bobby"
"17423","Marryat, Florence","The Blood of the Vampire","entity",2736,2740,"person","Bobby"
"17424","Marryat, Florence","The Blood of the Vampire","entity",2905,2909,"person","Bobby"
"17425","Marryat, Florence","The Blood of the Vampire","entity",3296,3303,"person","Margaret"
"17426","Marryat, Florence","The Blood of the Vampire","entity",3465,3470,"person","Arthur"
"17427","Marryat, Florence","The Blood of the Vampire","entity",4389,4396,"person","Margaret"
"17428","Marryat, Florence","The Blood of the Vampire","entity",5884,5891,"person","Margaret"
"17429","Marryat, Florence","The Blood of the Vampire","entity",5962,5968,"person","Wynward"
"17430","Marryat, Florence","The Blood of the Vampire","entity",6148,6155,"person","Margaret"
"17431","Marryat, Florence","The Blood of the Vampire","entity",7091,7098,"person","Margaret"
"17432","Marryat, Florence","The Blood of the Vampire","entity",8082,8093,"person","Miss Wynward"
"17433","Marryat, Florence","The Blood of the Vampire","entity",8202,8206,"person","Bobby"
"17434","Marryat, Florence","The Blood of the Vampire","entity",8368,8369,"person",""
"17435","Marryat, Florence","The Blood of the Vampire","entity",8794,8801,"person","Margaret"
"17436","Marryat, Florence","The Blood of the Vampire","entity",8872,8876,"person","Bobby"
"17437","Marryat, Florence","The Blood of the Vampire","entity",9302,9316,"person","Margaret Pullen"
"17438","Marryat, Florence","The Blood of the Vampire","entity",9369,9373,"person","Bobby"
"17439","Marryat, Florence","The Blood of the Vampire","entity",9615,9621,"person","Wynward"
"17440","Marryat, Florence","The Blood of the Vampire","entity",6202,6206,"location","Heyst"
"17441","Marryat, Florence","The Blood of the Vampire","sentence",1,113,NA,"aking the attempt No replied Margaret but if the Baroness gets very angry you must let me run away again"
"17442","Marryat, Florence","The Blood of the Vampire","sentence",115,205,NA,"I am quite unequal to standing anything like a scene You will have but to quit the room"
"17443","Marryat, Florence","The Blood of the Vampire","sentence",207,268,NA,"What ever her ladyship may say she cannot move from her couch"
"17444","Marryat, Florence","The Blood of the Vampire","sentence",270,378,NA,"She attacked poor Miss Brandt most unwarrantably last evening but that was in the first frenzy of her grief"
"17445","Marryat, Florence","The Blood of the Vampire","sentence",380,545,NA,"She is quite different now Poor woman again ejaculated Margaret as she followed Miss Wynward not without some inward qualms to the presence of Madame Gobelli"
"17446","Marryat, Florence","The Blood of the Vampire","sentence",547,680,NA,"But when she caught sight of the immovable figure on the couch all her fear and resentment left her overcome by a mighty compassion"
"17447","Marryat, Florence","The Blood of the Vampire","sentence",682,770,NA,"She went straight up to the Baroness and bending down tenderly kissed her twitching face"
"17448","Marryat, Florence","The Blood of the Vampire","sentence",772,851,NA,"Dear Madame she said I amwe all areso truly sorry for your grievous loss"
"17449","Marryat, Florence","The Blood of the Vampire","sentence",853,1004,NA,"It reminds me of the bitter time not so long ago you may remember when I lost my darling little Ethel and thought for the while that my life was over"
"17450","Marryat, Florence","The Blood of the Vampire","sentence",1006,1093,NA,"It is so hard so unnatural to us poor mothers to see our children go before ourselves"
"17451","Marryat, Florence","The Blood of the Vampire","sentence",1095,1128,NA,"I can weep with you tear for tear"
"17452","Marryat, Florence","The Blood of the Vampire","sentence",1130,1331,NA,"But do remembertry to rememberthat he is safethat though you remain here with empty arms for awhile death can no more take your boy from you than a veil over your face can take Gods light from you"
"17453","Marryat, Florence","The Blood of the Vampire","sentence",1333,1681,NA,"He is there dear Madame Gobellijust in the next room with the door closed between you and though I know full well how bitter it is to see the door closed think of the time when it will open againwhen you and I will spring through it and find not only our dear Bobby and Ethel but Christ our Lord ready to give them back into our arms again"
"17454","Marryat, Florence","The Blood of the Vampire","sentence",1683,1778,NA,"The Baroness said nothing but two tears gathered in her eyes and rolled down her flabby cheeks"
"17455","Marryat, Florence","The Blood of the Vampire","sentence",1780,1875,NA,"Margaret turned from her for a minute and walking up to the bed knelt down beside it in prayer"
"17456","Marryat, Florence","The Blood of the Vampire","sentence",1877,2003,NA,"Dear Christ she said You Who know what our mothers hearts are called upon to bear have pity on us and give us Thy Peace"
"17457","Marryat, Florence","The Blood of the Vampire","sentence",2005,2316,NA,"And open our eyes that we may gather strength to realise what our dear children have escaped by being taken home to Theethe sin the trouble the anxiety the disappointmentand make us thankful to bear them in their stead and give us grace to look forward to our happy meeting and reunion in the Better Land"
"17458","Marryat, Florence","The Blood of the Vampire","sentence",2318,2358,NA,"Then she rose and bent over the dead boy"
"17459","Marryat, Florence","The Blood of the Vampire","sentence",2360,2477,NA,"Dear Bobby she murmured as she kissed the cold brow and placed the white blossoms in his hands and round his head"
"17460","Marryat, Florence","The Blood of the Vampire","sentence",2479,2488,NA,"Goodbye"
"17461","Marryat, Florence","The Blood of the Vampire","sentence",2490,2737,NA,"I know how happy you must be now in company with the spirits of all those whom we have loved and who have gone home before ushow grateful you must feel to the dear Redeemer Who has called you so earlybut dont forget your poor mother upon earth"
"17462","Marryat, Florence","The Blood of the Vampire","sentence",2739,2842,NA,"Pray for her Bobbynever cease to ask our dear Lord to send her comfort and peace and joy in believing"
"17463","Marryat, Florence","The Blood of the Vampire","sentence",2844,2865,NA,"For His own dear sake"
"17464","Marryat, Florence","The Blood of the Vampire","sentence",2867,2872,NA,"Amen"
"17465","Marryat, Florence","The Blood of the Vampire","sentence",2874,2987,NA,"When she turned again the Baronesss cheeks were wet with tears and she was stretching forth her arms towards her"
"17466","Marryat, Florence","The Blood of the Vampire","sentence",2989,3194,NA,"O she gasped as Margaret reached her side I am a godless womanI am a godless woman No no my dear friend we are none of us godless replied Margaret we may think we are but God knows better"
"17467","Marryat, Florence","The Blood of the Vampire","sentence",3196,3240,NA,"We may forsake Him but He never forsakes us"
"17468","Marryat, Florence","The Blood of the Vampire","sentence",3242,3303,NA,"We should never be saved if we waited till we wanted to be so"
"17469","Marryat, Florence","The Blood of the Vampire","sentence",3305,3354,NA,"It is He Who wants usthat is our great safeguard"
"17470","Marryat, Florence","The Blood of the Vampire","sentence",3356,3430,NA,"He wanted our two dear childrennot to spite us but to draw us after them"
"17471","Marryat, Florence","The Blood of the Vampire","sentence",3432,3517,NA,"Try to look at it in that light and then Bobbys death will prove your greatest gain"
"17472","Marryat, Florence","The Blood of the Vampire","sentence",3519,3640,NA,"I am a godless woman repeated the Baroness and this is my punishment pointing to the bed I loved him best of all"
"17473","Marryat, Florence","The Blood of the Vampire","sentence",3642,3735,NA,"My eart is broken So much the better if it was a hard heart rejoined Margaret smiling"
"17474","Marryat, Florence","The Blood of the Vampire","sentence",3737,3838,NA,"Who was it that said If your heart is broken give the pieces to Christ and He will mend it again"
"17475","Marryat, Florence","The Blood of the Vampire","sentence",3840,4003,NA,"Never think of Bobby dear Madame Gobelli except as with Christwalking with Him talking with Him learning of Him and growing in grace and the love of God daily"
"17476","Marryat, Florence","The Blood of the Vampire","sentence",4005,4120,NA,"Never disassociate the two memories and in a little while you would hate yourself if you could separate them again"
"17477","Marryat, Florence","The Blood of the Vampire","sentence",4122,4135,NA,"God bless you"
"17478","Marryat, Florence","The Blood of the Vampire","sentence",4137,4212,NA,"I must go back to my husband now You will come again said the Baroness"
"17479","Marryat, Florence","The Blood of the Vampire","sentence",4214,4247,NA,"I am afraid I shall have no time"
"17480","Marryat, Florence","The Blood of the Vampire","sentence",4249,4306,NA,"We sail for India on Saturday but I shall not forget you"
"17481","Marryat, Florence","The Blood of the Vampire","sentence",4308,4416,NA,"Goodbye Bobby she repeated with a last look at the corpse remember your mother and me in your prayers"
"17482","Marryat, Florence","The Blood of the Vampire","sentence",4418,4593,NA,"As Miss Wynward let her out of the Red House she remarked I could never have believed that anyone could have had so much influence over her ladyship as you have Mrs Pullen"
"17483","Marryat, Florence","The Blood of the Vampire","sentence",4595,4622,NA,"I hope you will come again"
"17484","Marryat, Florence","The Blood of the Vampire","sentence",4624,4653,NA,"I shall not be able to do so"
"17485","Marryat, Florence","The Blood of the Vampire","sentence",4655,4702,NA,"But Madame Gobelli will have you to talk to her"
"17486","Marryat, Florence","The Blood of the Vampire","sentence",4704,4810,NA,"You live here altogether do you not I have lived here for many years but I am on the point of leaving"
"17487","Marryat, Florence","The Blood of the Vampire","sentence",4812,4883,NA,"Bobby was my only tie to the Red House or I should have gone long ago"
"17488","Marryat, Florence","The Blood of the Vampire","sentence",4885,4994,NA,"But now that the Baroness is so helpless surely you will delay your departure until she no longer needs you"
"17489","Marryat, Florence","The Blood of the Vampire","sentence",4996,5067,NA,"I shall not leave her until she has secured a better woman in my stead"
"17490","Marryat, Florence","The Blood of the Vampire","sentence",5069,5241,NA,"But to tell you the truth I am going to be married Mrs Pullen and I consider my first duty is towards my future husband and his parents who are very old O doubtless"
"17491","Marryat, Florence","The Blood of the Vampire","sentence",5243,5277,NA,"May I ask his name Captain Hill"
"17492","Marryat, Florence","The Blood of the Vampire","sentence",5279,5323,NA,"He lives in the next house to thisStevenage"
"17493","Marryat, Florence","The Blood of the Vampire","sentence",5325,5430,NA,"You are surprised perhaps that a man who has been in the army should marry a poor governess like myself"
"17494","Marryat, Florence","The Blood of the Vampire","sentence",5432,5452,NA,"That is his goodness"
"17495","Marryat, Florence","The Blood of the Vampire","sentence",5454,5627,NA,"I know that I am worn and faded and no longer youngthirtythree on my last birthdaybut he is good enough to care for me all the more for the troubles I have passed through"
"17496","Marryat, Florence","The Blood of the Vampire","sentence",5629,5753,NA,"Mine has been a chequered life Mrs Pullen but I have told Captain Hill everything and he still wishes to make me his wife"
"17497","Marryat, Florence","The Blood of the Vampire","sentence",5755,5892,NA,"I ought to be a happy woman for the future ought I not Indeed yes said Margaret heartily and I sincerely hope that you may be so"
"17498","Marryat, Florence","The Blood of the Vampire","sentence",5894,5942,NA,"But I cant help thinking of poor Madame Gobelli"
"17499","Marryat, Florence","The Blood of the Vampire","sentence",5944,6049,NA,"Is the Baron good to her Pretty well answered Miss Wynward but he is very stolid and unsympathetic"
"17500","Marryat, Florence","The Blood of the Vampire","sentence",6051,6379,NA,"It is strange to think that her heart must have been bound up in that boy and yet at times she was positively cruel to him It has all been permitted for some good purpose said Margaret as she bade her farewell perhaps her remorse and selfaccusation are the only things which would have brought her down upon her knees"
"17501","Marryat, Florence","The Blood of the Vampire","sentence",6381,6645,NA,"She returned home considerably saddened by what she had seen but in three days she was to accompany her husband to India and in the bustle of preparation and the joy of knowing that she was not to be separated from him again her heart was comforted and at peace"
"17502","Marryat, Florence","The Blood of the Vampire","sentence",6647,6717,NA,"Never once during that time did she give one thought to Harriet Brandt"
"17503","Marryat, Florence","The Blood of the Vampire","sentence",6719,6807,NA,"Miss Wynward had hardly mentioned her name and no one seemed to know where she had gone"
"17504","Marryat, Florence","The Blood of the Vampire","sentence",6809,6858,NA,"The girl had passed out of their lives altogether"
"17505","Marryat, Florence","The Blood of the Vampire","sentence",6860,6956,NA,"Margaret only regretted one thing in leaving Englandthat she had not seen Anthony Pennell again"
"17506","Marryat, Florence","The Blood of the Vampire","sentence",6958,7044,NA,"Colonel Pullen had called twice at his chambers but had each time found him from home"
"17507","Marryat, Florence","The Blood of the Vampire","sentence",7046,7109,NA,"Margaret wanted to put in a good word for the Baroness with him"
"17508","Marryat, Florence","The Blood of the Vampire","sentence",7111,7207,NA,"She thought perhaps that he might see her after awhile and speak a few words of comfort to her"
"17509","Marryat, Florence","The Blood of the Vampire","sentence",7209,7287,NA,"But she was obliged to be content with writing her wishes in a farewell letter"
"17510","Marryat, Florence","The Blood of the Vampire","sentence",7289,7426,NA,"She little knew how hardened Anthony Pennell felt at that moment against anyone who had treated the woman he loved in so harsh a manner"
"17511","Marryat, Florence","The Blood of the Vampire","sentence",7428,7568,NA,"Harriet Brandt spent the time after her lover had left her to think over and decide upon their mutual fate in walking up and down the room"
"17512","Marryat, Florence","The Blood of the Vampire","sentence",7570,7650,NA,"She was like a restless animal she could not stay two moments in the same place"
"17513","Marryat, Florence","The Blood of the Vampire","sentence",7652,7900,NA,"Even when night fell and the inhabitants of the Langham Hotel had retired to rest she still kept pacing up and down the room without thinking of undressing herself or seeking repose whilst her conscience wrestled in warfare with her inclinations"
"17514","Marryat, Florence","The Blood of the Vampire","sentence",7902,7995,NA,"Her thoughts took her far far back to the earliest remembrance of which her mind was capable"
"17515","Marryat, Florence","The Blood of the Vampire","sentence",7997,8120,NA,"She thought of her hard unfeeling indifferent fatherof her gross flabby sensual motherand shuddered at the remembrance"
"17516","Marryat, Florence","The Blood of the Vampire","sentence",8122,8239,NA,"What had she doneshe said to herselfwherein had she sinned that she should have been cursed with such progenitors"
"17517","Marryat, Florence","The Blood of the Vampire","sentence",8241,8525,NA,"How had they dared to bring her into the world an innocent yet hapless child of sinthe inheritor of their evil propensitiesof their lust their cruelty their sensuality their gluttonyand worst of all the fatal heritage that made her a terror and a curse to her fellowcreatures"
"17518","Marryat, Florence","The Blood of the Vampire","sentence",8527,8541,NA,"How dared they"
"17519","Marryat, Florence","The Blood of the Vampire","sentence",8543,8557,NA,"How dared they"
"17520","Marryat, Florence","The Blood of the Vampire","sentence",8559,8816,NA,"Why had Gods vengeance not fallen upon them before they had completed their cruel work or having accomplished it why did He not let her perish with themso that the awful power with which they had imbued her might have been prevented from harming others"
"17521","Marryat, Florence","The Blood of the Vampire","sentence",8818,8975,NA,"Harriet thought of little Caroline of her two nurses of Sister Theodosia of Mrs Pullens baby of Bobby Bates until she felt as though she should go mad"
"17522","Marryat, Florence","The Blood of the Vampire","sentence",8977,9149,NA,"No no she would never bring that curse upon her Beloved he must go far away he must never see her again or else she would destroy herself in order that he might escape"
"17523","Marryat, Florence","The Blood of the Vampire","sentence",9151,9283,NA,"But if she persuaded Anthony to consent to her wishesif she insisted upon a total separation between them what would become of her"
"17524","Marryat, Florence","The Blood of the Vampire","sentence",9285,9303,NA,"What should she do"
"17525","Marryat, Florence","The Blood of the Vampire","sentence",9305,9391,NA,"She had no friends in England Madame Gobelli had turned against hershe was all alone"
"17526","Marryat, Florence","The Blood of the Vampire","sentence",9393,9421,NA,"She would live and die alone"
"17527","Marryat, Florence","The Blood of the Vampire","sentence",9423,9498,NA,"How should she ever get to know people or to obtain an entrance to Society"
"17528","Marryat, Florence","The Blood of the Vampire","sentence",9500,9544,NA,"She would be a pariah to the end of her life"
"17529","Marryat, Florence","The Blood of the Vampire","sentence",9546,9659,NA,"And if she did surmount all these obstacles what would be the result except a repetition of what had gone before"
"17530","Marryat, Florence","The Blood of the Vampire","sentence",9661,9791,NA,"Strangers would come to know herto like herwould grow more intimate and she would respond to their kindnesswith the same result"
"17531","Marryat, Florence","The Blood of the Vampire","sentence",9793,9912,NA,"They would droop and fail die perhaps like Bobby and the babyfind out that she was the cause and shun her ever after"
"17532","Marryat, Florence","The Blood of the Vampire","sentence",9914,9983,NA,"O God cried Harriet in her perplexity and anguish I am accursed"
"17533","Marryat, Florence","The Blood of the Vampire","sentence",9985,10001,NA,"My parents have m"
"17534","Marryat, Florence","The Blood of the Vampire","entity",35,42,"person","Margaret"
"17535","Marryat, Florence","The Blood of the Vampire","entity",293,298,"person","Brandt"
"17536","Marryat, Florence","The Blood of the Vampire","entity",440,447,"person","Margaret"
"17537","Marryat, Florence","The Blood of the Vampire","entity",773,783,"person","Dear Madame"
"17538","Marryat, Florence","The Blood of the Vampire","entity",951,955,"person","Ethel"
"17539","Marryat, Florence","The Blood of the Vampire","entity",1599,1603,"person","Bobby"
"17540","Marryat, Florence","The Blood of the Vampire","entity",1609,1613,"person","Ethel"
"17541","Marryat, Florence","The Blood of the Vampire","entity",1631,1634,"person","Lord"
"17542","Marryat, Florence","The Blood of the Vampire","entity",2361,2370,"person","Dear Bobby"
"17543","Marryat, Florence","The Blood of the Vampire","entity",3009,3016,"person","Margaret"
"17544","Marryat, Florence","The Blood of the Vampire","entity",3142,3149,"person","Margaret"
"17545","Marryat, Florence","The Blood of the Vampire","entity",3473,3477,"person","Bobby"
"17546","Marryat, Florence","The Blood of the Vampire","entity",3718,3725,"person","Margaret"
"17547","Marryat, Florence","The Blood of the Vampire","entity",3855,3859,"person","Bobby"
"17548","Marryat, Florence","The Blood of the Vampire","entity",4317,4321,"person","Bobby"
"17549","Marryat, Florence","The Blood of the Vampire","entity",4812,4816,"person","Bobby"
"17550","Marryat, Florence","The Blood of the Vampire","entity",5661,5671,"person","Mrs Pullen"
"17551","Marryat, Florence","The Blood of the Vampire","entity",5832,5839,"person","Margaret"
"17552","Marryat, Florence","The Blood of the Vampire","entity",6000,6006,"person","Wynward"
"17553","Marryat, Florence","The Blood of the Vampire","entity",6233,6240,"person","Margaret"
"17554","Marryat, Florence","The Blood of the Vampire","entity",6724,6730,"person","Wynward"
"17555","Marryat, Florence","The Blood of the Vampire","entity",6935,6949,"person","Anthony Pennell"
"17556","Marryat, Florence","The Blood of the Vampire","entity",8920,8930,"person","Bobby Bates"
"17557","Marryat, Florence","The Blood of the Vampire","entity",9172,9178,"person","Anthony"
"17558","Marryat, Florence","The Blood of the Vampire","entity",9838,9842,"person","Bobby"
"17559","Marryat, Florence","The Blood of the Vampire","entity",853,854,"location","It"
"17560","Marryat, Florence","The Blood of the Vampire","entity",4261,4265,"location","India"
"17561","Marryat, Florence","The Blood of the Vampire","entity",6497,6501,"location","India"
"17562","Marryat, Florence","The Blood of the Vampire","entity",9327,9333,"location","England"
"17563","Marryat, Florence","The Blood of the Vampire","sentence",1,25,NA,"made me not fit to live"
"17564","Marryat, Florence","The Blood of the Vampire","sentence",27,401,NA,"She passed that night through the agonies of Deathnot the death that overtakes the believer in a God and a Futurebut the darkness and uncertainty that enwrap the man who knows he is full of sin and yet has no knowledge that His Lord has paid his debt to the uttermost farthingthe doubt and anxiety that beset the unbeliever when he is called upon to enter the dark Valley"
"17565","Marryat, Florence","The Blood of the Vampire","sentence",403,595,NA,"The poor child saw her destiny entangling her as in a netshe longed to break through it but saw no means of escapeand she rebelled against the cruel lot that heredity had marked out for her"
"17566","Marryat, Florence","The Blood of the Vampire","sentence",597,903,NA,"Why am I to suffer she exclaimed aloud I have youth and health and good looks and moneyeverything the world would say calculated to make my life a pleasant one and yet I am tortured by this awful thoughtthat I must keep aloof from everybody that I am a social leper full of contagion and death"
"17567","Marryat, Florence","The Blood of the Vampire","sentence",905,992,NA,"Doctor Phillips said that the more I loved a person the more I must keep away from him"
"17568","Marryat, Florence","The Blood of the Vampire","sentence",994,1010,NA,"It is incredible"
"17569","Marryat, Florence","The Blood of the Vampire","sentence",1012,1022,NA,"unheard of"
"17570","Marryat, Florence","The Blood of the Vampire","sentence",1024,1076,NA,"Could he have had any motive in saying such a thing"
"17571","Marryat, Florence","The Blood of the Vampire","sentence",1078,1207,NA,"The remembrance of her flirtation with Ralph Pullen recurred to her mind and she seized it as a drowning man clutches at a straw"
"17572","Marryat, Florence","The Blood of the Vampire","sentence",1209,1235,NA,"Was it a plant after all"
"17573","Marryat, Florence","The Blood of the Vampire","sentence",1237,1299,NA,"Did the old man want to put me off the track of Captain Pullen"
"17574","Marryat, Florence","The Blood of the Vampire","sentence",1301,1398,NA,"Margaret Pullen is staying in the househe said sohad she asked him to get rid of me if possible"
"17575","Marryat, Florence","The Blood of the Vampire","sentence",1400,1525,NA,"After all am I torturing myself by believing the story of my fatal power to be true when it was only a ruse to get rid of me"
"17576","Marryat, Florence","The Blood of the Vampire","sentence",1527,1673,NA,"The Baroness said the same thing but she was mad about poor Bobby and would have said anything to annoy meand after all what does it amount to"
"17577","Marryat, Florence","The Blood of the Vampire","sentence",1675,1899,NA,"The baby died in teethingheaps of babies doand Bobby was consumptive from the firstI have heard Miss Wynward say so and would have died anyway as he grew to be a man and had larger demands made upon his physical strength"
"17578","Marryat, Florence","The Blood of the Vampire","sentence",1901,1966,NA,"And for the otherswhat happened to them happens to all the world"
"17579","Marryat, Florence","The Blood of the Vampire","sentence",1968,2104,NA,"It is fortune de la guerre people drop every day like rotten sheepeveryone might accuse himself of causing the death of his neighbour"
"17580","Marryat, Florence","The Blood of the Vampire","sentence",2106,2151,NA,"I have been frightening myself with a chimera"
"17581","Marryat, Florence","The Blood of the Vampire","sentence",2153,2252,NA,"Anthony said so and he must know better than I And I cant give up TonyI cant I cant I cant"
"17582","Marryat, Florence","The Blood of the Vampire","sentence",2254,2284,NA,"It is of no use thinking of it"
"17583","Marryat, Florence","The Blood of the Vampire","sentence",2286,2313,NA,"Besides he wouldnt let me"
"17584","Marryat, Florence","The Blood of the Vampire","sentence",2315,2432,NA,"He would never leave me alone until I had consented to marry him so I may as well do it at the first as at the last"
"17585","Marryat, Florence","The Blood of the Vampire","sentence",2434,2557,NA,"But the tide of triumphant feeling would be succeeded by a wave of despondency which threatened to upset all her casuistry"
"17586","Marryat, Florence","The Blood of the Vampire","sentence",2559,2616,NA,"But ififit should be true and Anthony shouldshouldO"
"17587","Marryat, Florence","The Blood of the Vampire","sentence",2618,2629,NA,"God O God"
"17588","Marryat, Florence","The Blood of the Vampire","sentence",2631,2653,NA,"I dare not think of it"
"17589","Marryat, Florence","The Blood of the Vampire","sentence",2655,2696,NA,"I will kill myself before it shall occur"
"17590","Marryat, Florence","The Blood of the Vampire","sentence",2698,2856,NA,"When the morning dawned it found her quite undecidedlamenting her unfortunate fate one instant and declaring that she could never give up her lover the next"
"17591","Marryat, Florence","The Blood of the Vampire","sentence",2858,3020,NA,"She tore off her clothes and took a cold bath and rerobed herself but she was looking utterly ill and exhausted when Pennell burst in upon her at eleven oclock"
"17592","Marryat, Florence","The Blood of the Vampire","sentence",3022,3097,NA,"Well darling he exclaimed and have you made up your mind by this time"
"17593","Marryat, Florence","The Blood of the Vampire","sentence",3099,3283,NA,"Which death am I to diesuffocated in your dear embrace or left to perish of cold and hunger outside O Tony she cried throwing herself into his arms I dont know what to say"
"17594","Marryat, Florence","The Blood of the Vampire","sentence",3285,3363,NA,"I have not closed my eyes all night trying to decide what will be for the best"
"17595","Marryat, Florence","The Blood of the Vampire","sentence",3365,3630,NA,"And I am as far off as everonly I can never never consent to do anything that shall work you harm Then I shall decide for you exclaimed her lover and that is that you make me and yourself happy and forget all the rubbish these people have been telling you"
"17596","Marryat, Florence","The Blood of the Vampire","sentence",3632,3822,NA,"Depend upon it whatever they may have said was for their own gratification and not yours and that they would be quick enough to accept the lot that lies before you were it in their power"
"17597","Marryat, Florence","The Blood of the Vampire","sentence",3824,4043,NA,"I have been so lonely and friendless all my life said Harriet sobbing in his arms and I have longed for love and sympathy so much and now that they have come to me it is hard O so hard to have to give them up"
"17598","Marryat, Florence","The Blood of the Vampire","sentence",4045,4133,NA,"So hard Hally for me remember as well as yourself that we will not make the attempt"
"17599","Marryat, Florence","The Blood of the Vampire","sentence",4135,4210,NA,"Now I want you to place yourself in my hands and start for Paris tonight"
"17600","Marryat, Florence","The Blood of the Vampire","sentence",4212,4222,NA,"Tonight"
"17601","Marryat, Florence","The Blood of the Vampire","sentence",4224,4344,NA,"she cried lifting such a flushed startled happy face from his breast that he had no alternative but to kiss it again"
"17602","Marryat, Florence","The Blood of the Vampire","sentence",4346,4360,NA,"Yes tonight"
"17603","Marryat, Florence","The Blood of the Vampire","sentence",4362,4453,NA,"What did I tell you yesterdaythat I should come with the ring and the license in my pocket"
"17604","Marryat, Florence","The Blood of the Vampire","sentence",4455,4613,NA,"I am as good as my word and betterfor I have given notice to the registrar of marriages in my district that he is to be ready for us at twelve oclock today"
"17605","Marryat, Florence","The Blood of the Vampire","sentence",4615,4639,NA,"Am I not a good manager"
"17606","Marryat, Florence","The Blood of the Vampire","sentence",4641,4646,NA,"Tony"
"17607","Marryat, Florence","The Blood of the Vampire","sentence",4648,4740,NA,"Tony but I have not made up my mind I have made it up for you and I will take no refusal"
"17608","Marryat, Florence","The Blood of the Vampire","sentence",4742,4778,NA,"I have calculated it all to a nicety"
"17609","Marryat, Florence","The Blood of the Vampire","sentence",4780,4955,NA,"Married at twelveback here at one for luncha couple of hours to pack up and off by the four oclock train for Doversleep at the Castle Warden and cross tomorrow to Paris"
"17610","Marryat, Florence","The Blood of the Vampire","sentence",4957,5033,NA,"How will that do Mrs Pennell eh O ought I to do it ought I to do it"
"17611","Marryat, Florence","The Blood of the Vampire","sentence",5035,5076,NA,"exclaimed Harriet with a look of despair"
"17612","Marryat, Florence","The Blood of the Vampire","sentence",5078,5109,NA,"If you dont Ill shoot myself"
"17613","Marryat, Florence","The Blood of the Vampire","sentence",5111,5122,NA,"I swear it"
"17614","Marryat, Florence","The Blood of the Vampire","sentence",5124,5156,NA,"No no darling dont say that"
"17615","Marryat, Florence","The Blood of the Vampire","sentence",5158,5195,NA,"It is of you alone that I am thinking"
"17616","Marryat, Florence","The Blood of the Vampire","sentence",5197,5268,NA,"God forgive me if I am doing wrong but I feel that I cannot refuse you"
"17617","Marryat, Florence","The Blood of the Vampire","sentence",5270,5311,NA,"Take me and do with me as you think best"
"17618","Marryat, Florence","The Blood of the Vampire","sentence",5313,5454,NA,"After which it came to pass that Mr and Mrs Anthony Pennell started in very high spirits for Dover by the four oclock train that afternoon"
"17619","Marryat, Florence","The Blood of the Vampire","sentence",5456,5540,NA," CHAPTER XVIII  A fortnight afterwards the married couple found themselves at Nice"
"17620","Marryat, Florence","The Blood of the Vampire","sentence",5542,5660,NA,"Much as has been said and sung of the lune de miel130 none ever surpassed if it ever reached this one in happiness"
